"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",8.130958527,2022,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",8.00933058750441,2023,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.91114050447691,2024,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.82411126848852,2025,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.72876113068102,2026,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.61915268357622,2027,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.51582731139788,2028,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.41863305923458,2029,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.32779406505686,2030,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.24364060584694,2031,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.1665870741429,2032,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.09707930555466,2033,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.03567853821505,2034,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.98303011574106,2035,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.9398156185856,2036,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.90683605609888,2037,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.8850001978541,2038,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.87539452158603,2039,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.87919526832114,2040,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.89772741887235,2041,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.9325125011678,2042,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",6.98525689920343,2043,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.05796988874007,2044,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.15286193532081,2045,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.26179341037466,2046,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.39155658480348,2047,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.5494132278863,2048,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.74378199841683,2049,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",7.98465281014427,2050,"CH4",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.32082103,2022,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.316811785491713,2023,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.313965628675826,2024,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.311687433269775,2025,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.309144284835284,2026,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.30606113217189,2027,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.303160814387904,2028,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.300458368021331,2029,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.297974907206314,2030,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.295729578168866,2031,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.293742374901043,2032,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.292033044182928,2033,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.290627054852252,2034,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.289553139544705,2035,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.288840208965659,2036,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.288522805641982,2037,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.288639772875,2038,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.289237897958963,2039,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.290366157264751,2040,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.292078840152948,2041,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.294437818805555,2042,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.297510891081298,2043,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.301377723563484,2044,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.306123372758189,2045,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.311386344180369,2046,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.317440299880612,2047,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.324576067982034,2048,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.333128038850278,2049,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
0,0,"AG - Crops:CO2","Agriculture","AG - Crops",0.343489967668895,2050,"CO2",0,0,"Strategy TX:BASE","LKA","sri_lanka","SISEPUEDE"
