"strategy_id","primary_id","Edgar_Class","CSC.Sector","CSC.Subsector","value","Year","Gas","design_id","future_id","strategy","Code","Contry","source"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",3.93732902,2022,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",3.99843378632349,2023,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.06044757297251,2024,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.12258446010801,2025,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.18519231297609,2026,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.24776660303297,2027,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.30592624153796,2028,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.36136407066385,2029,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.41475113744968,2030,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.4664670140633,2031,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.51729092959625,2032,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.56687581834798,2033,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.61505818197807,2034,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.66155801593617,2035,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.70601486175276,2036,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.74818446482743,2037,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.78778643518091,2038,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.82449742459794,2039,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.8579302766288,2040,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.88760686386092,2041,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.91307158405549,2042,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.93380045118812,2043,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.94906723363035,2044,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
0,0,"AG - Crops:CH4","Agriculture","AG - Crops",4.95797057578695,2045,"CH4",0,0,"Strategy TX:BASE","TZA","united_republic_of_tanzania","SISEPUEDE"
